species_id,park_name,category,order,family,scientific_name,common_names,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_float,first_common_name
CAVE-1294,Carlsbad Caverns National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Loggerhead Shrike
CAVE-1297,Carlsbad Caverns National Park,Bird,Passeriformes,Mimidae,Oreoscoptes montanus,Sage Thrasher,Approved,Present,Native,Unknown,,Species of Concern,False,Sage Thrasher
CAVE-1298,Carlsbad Caverns National Park,Bird,Passeriformes,Mimidae,Toxostoma crissale,Crissal Thrasher,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Crissal Thrasher
CAVE-1303,Carlsbad Caverns National Park,Bird,Passeriformes,Motacillidae,Anthus spragueii,Sprague's Pipit,Approved,Present,Native,Unknown,Vagrant,Under Review,False,Sprague's Pipit
CAVE-1328,Carlsbad Caverns National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Yellow-Breasted Chat
CAVE-1334,Carlsbad Caverns National Park,Bird,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Approved,Present,Native,Unknown,,Species of Concern,False,Macgillivray's Warbler
CAVE-1343,Carlsbad Caverns National Park,Bird,Passeriformes,Parulidae,Vermivora chrysoptera,Golden-Winged Warbler,Approved,Present,Native,Unknown,Vagrant,Under Review,False,Golden-Winged Warbler
CAVE-1347,Carlsbad Caverns National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Present,Native,Unknown,,Species of Concern,False,Nashville Warbler
CAVE-1351,Carlsbad Caverns National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Unknown,,Species of Concern,False,Wilson's Warbler
CAVE-1355,Carlsbad Caverns National Park,Bird,Passeriformes,Ptilogonatidae,Phainopepla nitens,Phainopepla,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Phainopepla
CAVE-1363,Carlsbad Caverns National Park,Bird,Passeriformes,Troglodytidae,Campylorhynchus brunneicapillus,Cactus Wren,Approved,Present,Native,Unknown,Breeder,Species of Concern,False,Cactus Wren
CAVE-1378,Carlsbad Caverns National Park,Bird,Passeriformes,Turdidae,Sialia mexicana,Western Bluebird,Approved,Present,Native,Unknown,,Species of Concern,False,Western Bluebird
CAVE-1382,Carlsbad Caverns National Park,Bird,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Present,Native,Unknown,Migratory,Species of Concern,False,Olive-Sided Flycatcher
CAVE-1391,Carlsbad Caverns National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Unknown,,Species of Concern,False,Willow Flycatcher
CAVE-1398,Carlsbad Caverns National Park,Bird,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,Approved,Present,Native,Unknown,Breeder,Species of Concern,False,Vermilion Flycatcher
CAVE-1407,Carlsbad Caverns National Park,Bird,Passeriformes,Vireonidae,Vireo atricapilla,Black-Capped Vireo,Approved,Present,Native,Unknown,Vagrant,Endangered,False,Black-Capped Vireo
CAVE-1419,Carlsbad Caverns National Park,Bird,Passeriformes,Vireonidae,Vireo vicinior,Gray Vireo,Approved,Present,Native,Unknown,Breeder,Species of Concern,False,Gray Vireo
CAVE-1421,Carlsbad Caverns National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Unknown,,Species of Concern,False,Great Blue Heron
CAVE-1422,Carlsbad Caverns National Park,Bird,Pelecaniformes,Ardeidae,Botaurus lentiginosus,American Bittern,Approved,Present,Native,Unknown,,Species of Concern,False,American Bittern
CAVE-1429,Carlsbad Caverns National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night-Heron,Approved,Present,Native,Unknown,,Species of Concern,False,Black-Crowned Night-Heron
CAVE-1430,Carlsbad Caverns National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Unknown,,Species of Concern,False,American White Pelican
CAVE-1432,Carlsbad Caverns National Park,Bird,Pelecaniformes,Threskiornithidae,Plegadis chihi,White-Faced Ibis,Approved,Present,Native,Unknown,,Species of Concern,False,White-Faced Ibis
CAVE-1438,Carlsbad Caverns National Park,Bird,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Unknown,,Species of Concern,False,Downy Woodpecker
CAVE-1442,Carlsbad Caverns National Park,Bird,Piciformes,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,Approved,Present,Native,Unknown,,Species of Concern,False,Williamson's Sapsucker
CAVE-1443,Carlsbad Caverns National Park,Bird,Piciformes,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,Approved,Present,Native,Unknown,,Species of Concern,False,Yellow-Bellied Sapsucker
CAVE-1444,Carlsbad Caverns National Park,Bird,Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Western Grebe,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Western Grebe
CAVE-1447,Carlsbad Caverns National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Short-Eared Owl
CAVE-1448,Carlsbad Caverns National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Long-Eared Owl
CAVE-1453,Carlsbad Caverns National Park,Bird,Strigiformes,Strigidae,Micrathene whitneyi,Elf Owl,Approved,Present,Native,Unknown,,Species of Concern,False,Elf Owl
CAVE-1457,Carlsbad Caverns National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Double-Crested Cormorant
CAVE-1462,Carlsbad Caverns National Park,Reptile,Squamata,Colubridae,Diadophis punctatus,Ring-Necked Snake,Approved,Present,Native,Unknown,Breeder,Species of Concern,False,Ring-Necked Snake
CAVE-1478,Carlsbad Caverns National Park,Reptile,Squamata,Colubridae,Sonora semiannulata,Variable Groundsnake,Approved,Present,Native,Unknown,Breeder,Species of Concern,False,Variable Groundsnake
CAVE-1491,Carlsbad Caverns National Park,Reptile,Squamata,Iguanidae,Phrynosoma cornutum,Texas Horned Lizard,Approved,Present,Native,Unknown,Breeder,Species of Concern,False,Texas Horned Lizard
CAVE-1532,Carlsbad Caverns National Park,Amphibian,Anura,Scaphiopodidae,Scaphiopus couchii,Couch's Spadefoot,Approved,Present,Native,Unknown,Breeder,Species of Concern,False,Couch's Spadefoot
CAVE-1577,Carlsbad Caverns National Park,Vascular Plant,Asparagales,Orchidaceae,Hexalectris nitida,Shining Corralroot,Approved,Present,Native,Unknown,,Species of Concern,False,Shining Corralroot
CAVE-1613,Carlsbad Caverns National Park,Vascular Plant,Asterales,Asteraceae,Chaetopappa hersheyi,"Guadalupe Leastdaisy, Hershey Aster",Approved,Present,Native,Unknown,,Species of Concern,False,Guadalupe Leastdaisy
CAVE-1654,Carlsbad Caverns National Park,Vascular Plant,Asterales,Asteraceae,Hieracium fendleri,Yellow Hawkbeard,Approved,Present,Native,Unknown,,Species of Concern,False,Yellow Hawkbeard
CAVE-1674,Carlsbad Caverns National Park,Vascular Plant,Asterales,Asteraceae,Packera hartiana,Hart's Ragwort,Approved,Present,Native,Unknown,,Species of Concern,False,Hart's Ragwort
CAVE-1794,Carlsbad Caverns National Park,Vascular Plant,Brassicales,Brassicaceae,Streptanthus sparsiflorus,Sparseflower Jewelflower,Approved,Present,Native,Unknown,,Species of Concern,False,Sparseflower Jewelflower
CAVE-1833,Carlsbad Caverns National Park,Vascular Plant,Caryophyllales,Cactaceae,Echinocereus viridiflorus var. cylindricus,Hedgehog Cactus,Approved,Present,Native,Unknown,,Species of Concern,False,Hedgehog Cactus
CAVE-2297,Carlsbad Caverns National Park,Vascular Plant,Poales,Poaceae,Dichanthelium acuminatum var. acuminatum,Tapered Rosette Grass,Approved,Present,Native,Unknown,,Species of Concern,False,Tapered Rosette Grass
CAVE-2319,Carlsbad Caverns National Park,Vascular Plant,Poales,Poaceae,Eragrostis pectinacea,Spreading Lovegrass,Approved,Present,Native,Unknown,,Species of Concern,False,Spreading Lovegrass
CAVE-2498,Carlsbad Caverns National Park,Vascular Plant,Solanales,Convolvulaceae,Convolvulus equitans,Gray Bindweed,Approved,Present,Native,Unknown,,Species of Concern,False,Gray Bindweed
CHIS-1002,Channel Islands National Park,Mammal,Carnivora,Mustelidae,Enhydra lutris nereis,Sea Otter,Approved,Not Present (Historical Report),Native,,,Threatened,False,Sea Otter
CHIS-1003,Channel Islands National Park,Mammal,Carnivora,Otariidae,Arctocephalus townsendi,Guadalupe Fur Seal,Approved,Present,Native,Occasional,Resident,Threatened,False,Guadalupe Fur Seal
CHIS-1005,Channel Islands National Park,Mammal,Carnivora,Otariidae,Eumetopias jubatus,"Northern Sea Lion, Stellar Sea Lion",Approved,Present,Native,Occasional,Migratory,In Recovery,False,Northern Sea Lion
CHIS-1009,Channel Islands National Park,Mammal,Cetacea,Balaenidae,Eubalaena glacialis,Northern Right Whale,Approved,Present,Native,Uncommon,,Endangered,False,Northern Right Whale
CHIS-1011,Channel Islands National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera borealis,Rorqual (Sei Whale),Approved,Present,Native,Rare,Migratory,Endangered,False,Rorqual (Sei Whale)
CHIS-1012,Channel Islands National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera musculus,Blue Whale,Approved,Present,Native,Uncommon,Migratory,Endangered,False,Blue Whale
CHIS-1013,Channel Islands National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera physalus,Finback Whale,Approved,Present,Native,Unknown,Migratory,Endangered,False,Finback Whale
CHIS-1014,Channel Islands National Park,Mammal,Cetacea,Balaenopteridae,Megaptera novaeangliae,Humback Whale,Approved,Present,Native,Rare,Migratory,Endangered,False,Humback Whale
CHIS-1023,Channel Islands National Park,Mammal,Cetacea,Eschrichtiidae,Eschrichtius robustus,Gray Whale,Approved,Present,Native,Uncommon,Migratory,In Recovery,False,Gray Whale
CHIS-1028,Channel Islands National Park,Mammal,Cetacea,Physeteridae,Physeter catodon,Sperm Whale,Approved,Present,Native,Unknown,Migratory,Endangered,False,Sperm Whale
CHIS-1031,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,Pallid Bat,Approved,Present,Native,Uncommon,,Species of Concern,False,Pallid Bat
CHIS-1032,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Occasional,,Species of Concern,False,Big Brown Bat
CHIS-1033,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Occasional,Breeder,Species of Concern,False,Silver-Haired Bat
CHIS-1036,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,California Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,California Myotis
CHIS-1037,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,Long-Eared Myotis,Approved,Present,Native,Occasional,,Species of Concern,False,Long-Eared Myotis
CHIS-1038,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed Myotis,Approved,Present,Native,Occasional,,Species of Concern,False,Fringed Myotis
CHIS-1039,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Plecotus townsendii townsendii,Townsend's Big-Eared Bat,Approved,Present,Native,Uncommon,,Species of Concern,False,Townsend's Big-Eared Bat
CHIS-1044,Channel Islands National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Approved,Present,Native,Occasional,Breeder,Species of Concern,False,Cooper's Hawk
CHIS-1046,Channel Islands National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Sharp-Shinned Hawk
CHIS-1047,Channel Islands National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Golden Eagle
CHIS-1049,Channel Islands National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Rough-Legged Hawk
CHIS-1051,Channel Islands National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Northern Harrier
CHIS-1052,Channel Islands National Park,Bird,Accipitriformes,Accipitridae,Elanus leucurus,White-Tailed Kite,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,White-Tailed Kite
CHIS-1053,Channel Islands National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Not Present (Historical Report),Native,,,In Recovery,False,Bald Eagle
CHIS-1054,Channel Islands National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Osprey
CHIS-1065,Channel Islands National Park,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Lesser Scaup
CHIS-1084,Channel Islands National Park,Bird,Apodiformes,Apodidae,Chaetura vauxi,Vaux's Swift,Approved,Present,Native,Uncommon,Vagrant,Species of Concern,False,Vaux's Swift
CHIS-1085,Channel Islands National Park,Bird,Apodiformes,Apodidae,Cypseloides niger,Black Swift,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Black Swift
CHIS-1089,Channel Islands National Park,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird,Approved,Present,Native,Uncommon,Vagrant,Species of Concern,False,Rufous Hummingbird
CHIS-1091,Channel Islands National Park,Bird,Apodiformes,Trochilidae,Stellula calliope,Calliope Hummingbird,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Calliope Hummingbird
CHIS-1092,Channel Islands National Park,Bird,Caprimulgiformes,Caprimulgidae,Chordeiles acutipennis,Lesser Nighthawk,Approved,Present,Native,Uncommon,Vagrant,Species of Concern,False,Lesser Nighthawk
CHIS-1095,Channel Islands National Park,Bird,Charadriiformes,Alcidae,Brachyramphus marmoratus,Marbled Murrelet,Approved,Present,Native,Occasional,Vagrant,Threatened,False,Marbled Murrelet
CHIS-1098,Channel Islands National Park,Bird,Charadriiformes,Alcidae,Fratercula cirrhata,Tufted Puffin,Approved,Present,Native,Occasional,Breeder,Under Review,False,Tufted Puffin
CHIS-1100,Channel Islands National Park,Bird,Charadriiformes,Alcidae,Ptychoramphus aleuticus,Cassin's Auklet,Approved,Present,Native,Common,Breeder,Species of Concern,False,Cassin's Auklet
CHIS-1103,Channel Islands National Park,Bird,Charadriiformes,Alcidae,Synthliboramphus hypoleucus,Xantus' Murrelet,Approved,Present,Native,Common,Breeder,Under Review,False,Xantus' Murrelet
CHIS-1111,Channel Islands National Park,Bird,Charadriiformes,Haematopodidae,Haematopus bachmani,Black Oystercatcher,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Black Oystercatcher
CHIS-1112,Channel Islands National Park,Bird,Charadriiformes,Haematopodidae,Haematopus palliatus,American Oystercatcher,Approved,Present,Native,Occasional,Breeder,Species of Concern,False,American Oystercatcher
CHIS-1114,Channel Islands National Park,Bird,Charadriiformes,Laridae,Larus atricilla,Laughing Gull,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Laughing Gull
CHIS-1127,Channel Islands National Park,Bird,Charadriiformes,Laridae,Sterna elegans,Elegant Tern,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Elegant Tern
CHIS-1138,Channel Islands National Park,Bird,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Upland Sandpiper
CHIS-1151,Channel Islands National Park,Bird,Charadriiformes,Scolopacidae,Limosa fedoa,Marbled Godwit,Approved,Present,Native,Abundant,Migratory,Species of Concern,False,Marbled Godwit
CHIS-1153,Channel Islands National Park,Bird,Charadriiformes,Scolopacidae,Numenius phaeopus,Whimbrel,Approved,Present,Native,Common,Migratory,Species of Concern,False,Whimbrel
CHIS-1172,Channel Islands National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,Approved,Present,Native,Occasional,Vagrant,Threatened,False,Yellow-Billed Cuckoo
CHIS-1173,Channel Islands National Park,Bird,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-Billed Cuckoo,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Black-Billed Cuckoo
CHIS-1174,Channel Islands National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Merlin
CHIS-1175,Channel Islands National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Prairie Falcon
CHIS-1176,Channel Islands National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Peregrine Falcon
CHIS-1184,Channel Islands National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,Common Loon,Approved,Present,Native,Common,Vagrant,Species of Concern,False,Common Loon
CHIS-1194,Channel Islands National Park,Bird,Passeriformes,Calcariidae,Calcarius mccownii,Mccown's Longspur,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Mccown's Longspur
CHIS-1197,Channel Islands National Park,Bird,Passeriformes,Cardinalidae,Guiraca caerulea,Blue Grosbeak,Approved,Present,Native,Rare,Vagrant,Species of Concern,False,Blue Grosbeak
CHIS-1204,Channel Islands National Park,Bird,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Summer Tanager
CHIS-1206,Channel Islands National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Brown Creeper
CHIS-1212,Channel Islands National Park,Bird,Passeriformes,Corvidae,Pica nuttalli,Yellow-Billed Magpie,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Yellow-Billed Magpie
